id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text,reference_tweet_id
1557022057652752385,1387514628482244608,1557020497933656073,2022-08-09T15:12:41.000Z,en,0,0,8,0,"[{'type': 'replied_to', 'id': '1557020497933656073'}]","your average environmental economics class is filled with people who would unironically say this, it's depressing",1557020497933656073
1557021199405809666,1267654002101161991,1557020497933656073,2022-08-09T15:09:16.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1557020497933656073'}]",@unnamedleftist Hell yeah get that hustle,1557020497933656073
1557165606226509826,633232031,1557123836453081088,2022-08-10T00:43:05.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557123836453081088'}]","@Unitvectori Cog Dis, Pas Aggs' Big Bro",1557123836453081088
1557097053875933184,2853049157,1557097052403773440,2022-08-09T20:10:41.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557097052403773440'}]","Bezos, Musk, Branson and the others will have already left the building.",1557097052403773440
1557135416289001473,2184575220,1557135088927887360,2022-08-09T22:43:08.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557135088927887360'}]","Can not believe that Ben Adler is as stupid as the article he published here. I prefer to believe he is what he is, A Bald Faced Liar.",1557135088927887360
1557141246304468992,1023086727970340864,1557141243091714051,2022-08-09T23:06:18.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1557141243091714051'}]",They wanna say “oh yes in 10 years we’ll reach the full capacity of this bill!” Then what? What happens literally after? Wat is the next YEAR going to even feel/look like if this summer was exceedingly hot alone?,1557141243091714051
1557027955238248448,760187968011182080,1557018654956556290,2022-08-09T15:36:07.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1557018654956556290'}]",@LarryMishel @Slate I was blocked that jackass David Sirota long ago. Thank goodness.,1557018654956556290
1557025446067576833,43405228,1557018654956556290,2022-08-09T15:26:09.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1557018654956556290'}]","@LarryMishel @Slate I keep hearing that this is the biggest climate bill ever, but I don't recall previous climate bills. What was the biggest before this?",1557018654956556290
1557024546343030784,4893539218,1557018654956556290,2022-08-09T15:22:34.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1557018654956556290'}]","@LarryMishel @Slate It's incredible how Dems slowly adopt right wing policies and then scold the left for noticing. In 2010 it was a Heritage Foundation health plan from the 1990s. Now it's the ""drill baby drill"" energy policy from 2008. I'm just going to assume they'll be banning abortion in 2035.",1557018654956556290
1557161646438612992,1323863832,1556803739624869893,2022-08-10T00:27:21.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA @dscc So real they actually pretend to want what the majority wants then gets voted in and dose the opposite!! People are wise to them now!!,1556803739624869893
1557152287532781568,51133170,1556803739624869893,2022-08-09T23:50:10.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Your are soooo mistaken.,1556803739624869893
1557120274901807104,1511401867279945728,1556803739624869893,2022-08-09T21:42:58.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA What have you done?,1556803739624869893
1557118887103148032,145707996,1556803739624869893,2022-08-09T21:37:27.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA The number one concern of Americans is inflation, and y'all just keep making it worse.",1556803739624869893
1557114548745711616,1557093277290991616,1556803739624869893,2022-08-09T21:20:12.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Haha what you are really afraid of is the FBI will soon be invading your home when the Republicans take back the house,1556803739624869893
1557100921762394112,1387468748479557634,1556803739624869893,2022-08-09T20:26:03.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA STOP LYING, Climate has ALWAYS CHANGED. Want the Truth? Follow the Money, START with demRAT Donors. Last 50 years dems -The SKY IS FALLING, None of it has came TRUE https://t.co/HG4CcjkZtM",1556803739624869893
1557079314289418241,1538374463204433922,1556803739624869893,2022-08-09T19:00:12.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA From access to murdering fetuses to the climate hoax democRATs r ignorant idiots,1556803739624869893
1557075575956574209,1310694361743515648,1556803739624869893,2022-08-09T18:45:21.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA &amp; the Dem inflation bill does? 🤦🏽‍♂️ who did your economics homework? California is now TAXifornia,1556803739624869893
1557064160189595650,1534939627265703936,1556803739624869893,2022-08-09T17:59:59.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA YESSS,1556803739624869893
1557048249193680896,1522581816179265536,1556803739624869893,2022-08-09T16:56:45.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Action on climate does not represent the views of most Americans. You’re a little insulated here in crazy California dude,1556803739624869893
1557047634354774016,1490009969382416387,1556803739624869893,2022-08-09T16:54:19.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA you are a fraud.,1556803739624869893
1557043677734006786,1518671217368084480,1556803739624869893,2022-08-09T16:38:35.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA God Is Fake Go Ahead And Be A Jack-Off Like Rob Bonta#crimeenabler #loserAG#arealjackoff#noprosecutionnopeace#everycopisacriminal @AGRobBonta @RobBonta @CAgovernor @GavinNewsom  https://t.co/OaatKI543n,1556803739624869893
1557043655893913600,1518671217368084480,1556803739624869893,2022-08-09T16:38:30.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA How Does A Guy Get State Medi-cal Living On A Family Trust Have A 1,400,000 Dollar Home Multiple Expensive Vehicles Lavish Vacations Waterskis And Surf's Claiming A Bad Back And Scam's The Taxpayers For Medi-cal? https://t.co/hM7xqeMkv0",1556803739624869893
1557036241094336516,1908603756,1556803739624869893,2022-08-09T16:09:02.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Well...most Americans do not support abortion up until birth either so by that account all Democrats should also be voted out right? Most Americans do not support the action being taken on Climate Change due to them not being able to afford it either....,1556803739624869893
1557027968920129536,2678195420,1556803739624869893,2022-08-09T15:36:10.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA You voted to raise the cost of every product &amp; service Americans use in a recession with record high inflation. All to fund Climate Change special interest that fund your campaign heavily &amp; then you fund hiring 87000 new IRS Agents to harass &amp; intimidate Middle Class Nevadans.,1556803739624869893
1557023803431157761,438022035,1556803739624869893,2022-08-09T15:19:37.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA You are completely wrong.  Most Americans want the government out of their personal lives, law &amp; order on the streets, secure borders, low inflation, good economy. The last thing on their minds is killing fetuses and climate change. #AmericaFirst",1556803739624869893
1557018935706324992,1534001664356540417,1556803739624869893,2022-08-09T15:00:16.000Z,qme,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA https://t.co/6WohQDCKOa,1556803739624869893
1557018858757562374,1534001664356540417,1556803739624869893,2022-08-09T14:59:58.000Z,qme,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA https://t.co/DQNlBiAQXo,1556803739624869893
1556987592079450115,2218177489,1556803739624869893,2022-08-09T12:55:44.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA 59M Americans are freelancers. We are 1/3 of the ENTIRE workforce. We bring in $1.2 TRILLION into the economy. Yet @TheDemocrats are attacking our rights to our livelihoods by shoving the ABC Test across Blue states &amp; fed govt. We’ll vote to keep our businesses. @NYSA_Majority,1556803739624869893
1556969804413784066,1275572473497554945,1556803739624869893,2022-08-09T11:45:03.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA So the Biden has the American people at heart?? That is why the cost of living is so very high???? Oh, I  see, high gas prices are good for the environment. Go buy an electric car, then see how much that will cost you. By the way, how will Biden  fix my IRA???. FJB",1556803739624869893
1556960638282260481,1459062217144299524,1556803739624869893,2022-08-09T11:08:37.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Not a true statement if it is what Americans wanted it wouldn’t have taken VP Harris vote to break the tie.,1556803739624869893
1556917642694275072,1034941208773124096,1556803739624869893,2022-08-09T08:17:46.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Baloney,1556803739624869893
1556870880549953537,910552808843132928,1556803739624869893,2022-08-09T05:11:57.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA California should abort the Democrats in November.,1556803739624869893
1556853926967648256,1347614467438247938,1556803739624869893,2022-08-09T04:04:35.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA And then what, only one political party and totalitarian government?",1556803739624869893
1556830207448735744,2875697082,1556803739624869893,2022-08-09T02:30:20.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA Abortion is not a political issue, Clownshow. It’s an ethical concern.",1556803739624869893
1556822428415733760,1440116238772944902,1556803739624869893,2022-08-09T01:59:25.000Z,en,0,1,4,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA It's time to vote YOU out. Democrats are the most corrupt, power hungry, disgusting people on earth.",1556803739624869893
1556817314183426048,1314265612223299586,1556803739624869893,2022-08-09T01:39:06.000Z,en,0,1,3,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]",@AlexPadilla4CA Democrats use the Facist Bureau Of Investigation to intimidate voters by raiding President Trump's home.Democrats &amp; Republicans are corrupt...vote MAGA,1556803739624869893
1556817026403926025,37696367,1556803739624869893,2022-08-09T01:37:58.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA This maybe wishful thinking especially as the progressive movement goes even beyond the liberal agenda and into lala land. The red wave is not about Republicans, its about removing the biased political motivation the progressive clown world is trying to shove down the our throats",1556803739624869893
1556804373153402880,480135960,1556803739624869893,2022-08-09T00:47:41.000Z,en,0,0,3,0,"[{'type': 'replied_to', 'id': '1556803739624869893'}]","@AlexPadilla4CA After the unannounced DOJ/FBI raid on Donald Trump's residence, the cover for the Democrat police state is off in full view. Everyone must vote Alex out of office in November is they love our Republic of equal justice. Alex is part of the criminal gang.",1556803739624869893
1557003934576828423,26621424,1556852773085388806,2022-08-09T14:00:40.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1556852773085388806'}]","@jacobin Love Jacobin, but don't agree with this take. It's an imperfect/important policy tool that's supposed to complement other tools. Ideally, it nudges lasting behavioural change on a broad scale. No single policy can do that alone.",1556852773085388806
1556873870476337152,24330138,1556852773085388806,2022-08-09T05:23:50.000Z,qme,0,0,0,0,"[{'type': 'replied_to', 'id': '1556852773085388806'}]",@jacobin https://t.co/KsPwpgBXZX,1556852773085388806
1556858766116675584,1470540416835534858,1556852773085388806,2022-08-09T04:23:49.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1556852773085388806'}]",@jacobin No shit. All taxes fall on working people. Corporate taxes are paid by consumers. Taxes on companies turn companies into tax collectors not tax payers,1556852773085388806
1557276758277115904,1245415289556291586,1557012941530177537,2022-08-10T08:04:46.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1557012941530177537'}]",@AirbusSpace @ESA_EO @esa @AirbusintheUK This is SAR?,1557012941530177537
1550865864387428353,374433704,1550865860990050306,2022-07-23T15:30:10.000Z,cy,0,0,0,0,"[{'type': 'replied_to', 'id': '1550865860990050306'}]",Yn galw ar holl bobl ifanc Gorseinon... MAE ANGEN CHI!Mae ein prosiect Y-Future in Abertawe yn chwilio am aelodau grŵp craidd i helpu i ddod o hyd i atebion a arweinir gan bobl ifanc i newid hinsawdd. Gyrrwch neges i ni nawr am fwy o wybodaeth.,1550865860990050306
1550857507253501952,82677155,1550828114976116737,2022-07-23T14:56:57.000Z,it,0,1,1,0,"[{'type': 'replied_to', 'id': '1550828114976116737'}]","@_vimocha Io sono diventata tutt'uno con il lago, ma ieri sono tipo svenuta a lavoro",1550828114976116737
1551123914985709568,393226540,1550722360705257475,2022-07-24T08:35:34.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550722360705257475'}]",@hare_brain What a horror story to read - and unfortunately it seems to be true. It is amazing/awful to see what people really are doing to just get money as much possible. #climatecrisis #fossil #oilindustry #global_climate_coalition,1550722360705257475
1550927131395428353,1462278983182082048,1550849629847277569,2022-07-23T19:33:37.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550849629847277569'}]","@atima_omara I heard a woman say, ""No, I don't need a man, I need a damn FAN!  A FAN!""",1550849629847277569
1550855501084254209,30288543,1550849629847277569,2022-07-23T14:48:59.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1550849629847277569'}]",@atima_omara I walked 20 minutes to my hair salon. Was going to head into Manhattan after to run some errandsI’m so miserable right now 😂 I’m going right home after this haircut and staying in the whole weekend https://t.co/RNnc6SSLNz,1550849629847277569
1550851760637583363,33124426,1550849629847277569,2022-07-23T14:34:07.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1550849629847277569'}]",@atima_omara I know better and I have no clue why I would volunteer to come to VA in July for work https://t.co/4968peCTHu,1550849629847277569
1551304758744449024,466992330,1550818170470109184,2022-07-24T20:34:10.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons @ChristinaPushaw Trump created all the crises that we have to solve.,1550818170470109184
1551092770579906562,17716045,1550818170470109184,2022-07-24T06:31:49.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]","@libbyemmons Not that they are the CAUSE of the crises, also.",1550818170470109184
1551045678067064832,98097062,1550818170470109184,2022-07-24T03:24:41.000Z,en,0,1,3,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Damn https://t.co/80NOmV1Ywn,1550818170470109184
1551042836350517249,1519265001818791936,1550818170470109184,2022-07-24T03:13:23.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Liberalism is literally a perpetual state of exception (1923 Schmitt),1550818170470109184
1551037780956008450,1223343605403791360,1550818170470109184,2022-07-24T02:53:18.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]","@libbyemmons Don't forget he said he was going to cure cancer. So, in a year and a half we went from a guy saying he is going to cure cancer, to a guy being hyped by the MSM for eating all his dinner.",1550818170470109184
1551035592586182656,1421321088592715780,1550818170470109184,2022-07-24T02:44:36.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Don’t forget curing cancer!,1550818170470109184
1550969092479270914,2825317116,1550818170470109184,2022-07-23T22:20:21.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Should have known you were a right wing nut job.,1550818170470109184
1550968599963086848,819934521835433985,1550818170470109184,2022-07-23T22:18:24.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons You people are addicted to complaining.,1550818170470109184
1550965802609811460,2825317116,1550818170470109184,2022-07-23T22:07:17.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Did you want four more years of the orange a**hole?,1550818170470109184
1550961178893062148,3243189006,1550818170470109184,2022-07-23T21:48:55.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons Biden's campaign was more optimistic than his opponent's.,1550818170470109184
1550939301013499904,1511356530028957703,1550818170470109184,2022-07-23T20:21:59.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]","@libbyemmons Don't forget cancer, he said he was going to cure cancer too. I wonder why that is 🤔🤔🤔🤔",1550818170470109184
1550928663461482496,904176902,1550818170470109184,2022-07-23T19:39:42.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons @ChristinaPushaw It's a damn sight better than the crises CREATED by Trump.,1550818170470109184
1550913962899914753,1546984111608315904,1550818170470109184,2022-07-23T18:41:18.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]","@libbyemmons Kinda like that creepy uncle who says "" I'll take you in if anything should happen to mommy or daddy"" 😳😳😳😳",1550818170470109184
1550907531656142849,1460617535641067530,1550818170470109184,2022-07-23T18:15:44.000Z,en,0,0,3,0,"[{'type': 'replied_to', 'id': '1550818170470109184'}]",@libbyemmons @ChristinaPushaw Great point.,1550818170470109184
