id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text,reference_tweet_id
1556996856495935488,19766752,1556996856495935488,2022-08-09T13:32:32.000Z,en,0,1,0,0,"[{'type': 'quoted', 'id': '1556954564053565442'}]","They're just angry old gammon. Selfish, ignorant, immature. https://t.co/GV4vAW6dpe",1556954564053565442
1556970865987813377,1329181718570553345,1556970786455429120,2022-08-09T11:49:16.000Z,und,0,1,0,0,"[{'type': 'quoted', 'id': '1556927749561909248'}, {'type': 'replied_to', 'id': '1556970786455429120'}]",2/ https://t.co/QK1cFOs2FZ,1556927749561909248
1557108078830653446,1512886711931621390,1557108078830653446,2022-08-09T20:54:30.000Z,fr,0,0,0,0,"[{'type': 'quoted', 'id': '1556842678569955328'}]","Il serait intéressant d'avoir des témoignages ou des articles sur des dérèglements climatiques dans des régions peu habituées à la canicle, la sécheresse, les inondations, le froid...Ici en Bretagne 🇫🇷https://t.co/8o8kFFOMlX https://t.co/pLKG869PgO",1556842678569955328
1557080147819241472,1535646645907607552,1557080147819241472,2022-08-09T19:03:31.000Z,zxx,0,0,0,0,"[{'type': 'quoted', 'id': '1556938325658943489'}]",https://t.co/VgCgJcZnqO,1556938325658943489
1556949654796902405,2410536691,1556949654796902405,2022-08-09T10:24:59.000Z,en,1,0,1,0,"[{'type': 'quoted', 'id': '1556938325658943489'}]",Happy #WorldIndigenousPeoplesDay ! Today and every day let's stand up to protect #IndigenousRighs and resources and advance the knowledge of Indigenous Peoples around the globe!💪🙂 https://t.co/GJfcanGQX5,1556938325658943489
1557063173567614976,1016474445828018176,1557063173567614976,2022-08-09T17:56:04.000Z,en,0,0,2,0,"[{'type': 'quoted', 'id': '1557035305684934659'}]",It is so important that anyone who cares about the things in this bill understand if the Republican are in control...nothing else will be done.  Look at every single one of them and how they voted. https://t.co/fYKT3hoFiw,1557035305684934659
1557060326776094721,1243996113625063425,1557060326776094721,2022-08-09T17:44:45.000Z,art,0,1,2,0,"[{'type': 'quoted', 'id': '1557035305684934659'}]",👍 https://t.co/dJXyE0E386,1557035305684934659
1557186723754283008,61018115,1557186723754283008,2022-08-10T02:07:00.000Z,qht,2,0,3,0,"[{'type': 'quoted', 'id': '1557080628062994432'}]",#Nature #ClimateAction #ClimateEmergency https://t.co/SsOJJARLYs,1557080628062994432
1557084330773577728,1457893432056328192,1557084330773577728,2022-08-09T19:20:08.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1557080628062994432'}]",https://t.co/4OqymXqtrG#WorldLionDay2022 https://t.co/rUMoLrnVGR,1557080628062994432
1556975797893734401,742730749,1556975797893734401,2022-08-09T12:08:52.000Z,de,2,0,7,0,"[{'type': 'quoted', 'id': '1556959917944315904'}]","Hydrologische Datenbank: Forschende des @KITKarlsruhe wollen Gewässerdaten bündeln, um unter anderem die Auswirkungen des Klimawandels auf den Wasserhaushalt in Deutschland zu erkennen. Mehr: https://t.co/edo1GisMyV 🫧 https://t.co/vXTGkbT10K",1556959917944315904
1556978426912952321,40017998,1556978426912952321,2022-08-09T12:19:18.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1556966123979038721'}]",They have more knowledge on how trees live than any climate scientists who may sometimes be swayed by capitalists to misrepresent thangs for profit not sustainability#IndigenousPeoplesDay https://t.co/bVLk7OB6xH,1556966123979038721
1557104430109147137,1022550523,1557104430109147137,2022-08-09T20:40:00.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1557091890071314434'}]",Make sure you know who is voting against things that help people. https://t.co/aQaKAfe4qK,1557091890071314434
1557096441042112513,1060296350435340288,1557096441042112513,2022-08-09T20:08:15.000Z,en,0,1,6,0,"[{'type': 'quoted', 'id': '1557091890071314434'}]",But are they gonna insurrect or nah? https://t.co/bKdYM7kIiO,1557091890071314434
1557092360714010624,15368940,1557092360714010624,2022-08-09T19:52:02.000Z,en,6,3,16,0,"[{'type': 'quoted', 'id': '1557091890071314434'}]",How very pro-life of them.🤦🏽‍♀️ https://t.co/XblVIRZdS0,1557091890071314434
1550978860321087488,1453159963971371010,1550978860321087488,2022-07-23T22:59:10.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1550919988348960769'}]",Bang on 👇👌 https://t.co/ijeUqy1nzd,1550919988348960769
1550950084262744066,1456059303975084034,1550950084262744066,2022-07-23T21:04:50.000Z,es,1,0,0,0,"[{'type': 'quoted', 'id': '1550919988348960769'}]",Simple 😤 https://t.co/hbrwCEuaZH,1550919988348960769
1550931926789136384,1518987512001163264,1550931926789136384,2022-07-23T19:52:40.000Z,en,2,1,5,0,"[{'type': 'quoted', 'id': '1550919988348960769'}]",Beat WEF https://t.co/Y7usyyf6Zd,1550919988348960769
1551019434134966272,14941817,1551019434134966272,2022-07-24T01:40:24.000Z,is,0,0,0,0,"[{'type': 'quoted', 'id': '1550835183322107908'}]",Barf https://t.co/DNfi7hCBSx,1550835183322107908
1551628889557975046,253945475,1551628889557975046,2022-07-25T18:02:09.000Z,en,0,0,2,0,"[{'type': 'quoted', 'id': '1550901585449992192'}]","wild that we almost made this animal extinct and thought it damaged landscapes (🤦‍♀️) when it's probably one of the most important animals to sooo many ecosystems, plants and other creatures, including human. You should see them everywhere! It's weird NOT to have beavers around. https://t.co/szuDwSRYrW",1550901585449992192
1550879174910513155,1529067526780596226,1550879174910513155,2022-07-23T16:23:03.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1550843591806910464'}]",lol   a proper cad so e is !     #WorldIvermectinDay https://t.co/NCYGtSOq2A,1550843591806910464
1550877917437100032,912256641185263617,1550877917437100032,2022-07-23T16:18:04.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1550843591806910464'}]","Damn, I knew it and called it#GlobalWarmingisRacist #GreenPeaceWEFclowns https://t.co/okVsSbQsUE",1550843591806910464
1550861725762834437,797841568950550528,1550861725762834437,2022-07-23T15:13:43.000Z,art,0,0,1,0,"[{'type': 'quoted', 'id': '1550843591806910464'}]",🤣🤣 https://t.co/dylOCOGwvZ,1550843591806910464
1550636423258247168,860584298,1550636423258247168,2022-07-23T00:18:27.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1550635973469421570'}]","Ah, will they show up in other places before or after the giant flying spiders? https://t.co/NQcYrd5892",1550635973469421570
1549822663291416576,203414131,1549822663291416576,2022-07-20T18:24:51.000Z,en,0,0,0,1,"[{'type': 'quoted', 'id': '1549822506164310016'}]","Hundreds of millions of people around the world are currently experiencing sweltering, dangerous heat -- a new reality as the effects of climate change continue to manifest in severe weather events of every kind. https://t.co/TkmCmjTm4l",1549822506164310016
1549791201003388930,1502610853774127104,1549791201003388930,2022-07-20T16:19:50.000Z,art,1,1,2,0,"[{'type': 'quoted', 'id': '1549763915147526145'}]",🔥🔥🔥🔥 https://t.co/ZgODz5OMi3,1549763915147526145
1549766661405827072,1488235886668046338,1549766661405827072,2022-07-20T14:42:20.000Z,en,5,1,6,0,"[{'type': 'quoted', 'id': '1549763915147526145'}]",Don't miss this collection of my friend @Hp24224664 ! https://t.co/o1oMRZ2vh2,1549763915147526145
1549764220660527104,1535675064838148096,1549764220660527104,2022-07-20T14:32:38.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549763915147526145'}]",Promote it on @nftmarkettplace https://t.co/msa1mLnPVo,1549763915147526145
1549764083167047680,1540010215965306881,1549764083167047680,2022-07-20T14:32:05.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549763915147526145'}]",Promote it on @thenftsempire https://t.co/cxco8o2Edz,1549763915147526145
1549695115668643840,557567243,1549695115668643840,2022-07-20T09:58:02.000Z,en,0,0,4,0,"[{'type': 'quoted', 'id': '1549665876483391489'}]","Actually this is not what @EarthSci_Info and I claim. These are plots of experimental results in her glass tubes (for CO2 it's a 8-10C temperature change), and NB using sunlight not longwave IR. BUT, she did provide evidence that CO2 absorbs heat well, and linked it to climate. https://t.co/eub4IZZFLD",1549665876483391489
1549799807006527488,34166923,1549799807006527488,2022-07-20T16:54:02.000Z,en,0,1,0,0,"[{'type': 'quoted', 'id': '1549726187789901829'}]","and during the winter it makes extreme cold more common, and during hurricane season it makes extreme hurricanes more common, and during volcanoes it makes volcanoing more common and during extreme inflation, it makes inflation more common https://t.co/jggHsQd1Nt",1549726187789901829
1549786109256908801,210141126,1549786109256908801,2022-07-20T15:59:36.000Z,en,6,2,20,0,"[{'type': 'quoted', 'id': '1549726187789901829'}]",Good analogy! 🎲🎲 https://t.co/jCIWlSDYqx,1549726187789901829
1549785043652022273,130394484,1549785043652022273,2022-07-20T15:55:22.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1549726187789901829'}]","...and you never roll a 2, 3, or 4 again. https://t.co/5D6Elxdb7L",1549726187789901829
1549761058079850499,2350728421,1549761058079850499,2022-07-20T14:20:04.000Z,en,0,1,4,0,"[{'type': 'quoted', 'id': '1549674629677064195'}]","Note to self: When talking about climate change, use the anthropomorphic term ""Mother Nature"" along with ""she is very angry about greenhouse gas concentrations"" to translate the point successfully. https://t.co/2ecEEMxCIj",1549674629677064195
1549675840371412992,225962099,1549675840371412992,2022-07-20T08:41:26.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549674629677064195'}]",Humans have a fraught relationship with metaphors 😅 https://t.co/2vR7tASReI,1549674629677064195
1549929744380166144,1440036965437501449,1549929744380166144,2022-07-21T01:30:22.000Z,qht,1,0,1,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",#BidenHasCancer https://t.co/Nl6TkDkADA,1549875551833395200
1549913028174422016,1410324848031813638,1549913028174422016,2022-07-21T00:23:56.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",That will be sometime tomorrow. https://t.co/3GklYB3oBP,1549875551833395200
1549905094216503298,1518727220407193605,1549905094216503298,2022-07-20T23:52:24.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",No no no.... they'll blame Covid. After all everything was labeled Covid! #yourestupid https://t.co/6sLENAGZGJ,1549875551833395200
1549895923031019522,126771455,1549895923031019522,2022-07-20T23:15:58.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",How many injections for Covid did he have? https://t.co/A7RpNk58Ux,1549875551833395200
1549887954042208262,2518500606,1549887954042208262,2022-07-20T22:44:18.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]","Hi! First time reader here and *wow* do I have questions! But prior to that I believe a “Constitutional Conservative Law Journalist” such as yourself should reeeeally read this report. Like, every word of it. 🇺🇸 https://t.co/PNO0Pmsxgz https://t.co/zNLOpv4Cq0",1549875551833395200
1549879967344992256,18556764,1549879967344992256,2022-07-20T22:12:34.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",I still don't get why Brandon endures this torture &amp; not quit. No one will take such a torment at his age &amp; condition. Poor guy. https://t.co/0JFBYNzx85,1549875551833395200
1549879490221948928,15779538,1549879490221948928,2022-07-20T22:10:40.000Z,qht,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",#BidenIsACancer https://t.co/ukd6DxiAYI,1549875551833395200
1549878421756461058,1519674225283510276,1549878421756461058,2022-07-20T22:06:25.000Z,tl,0,0,1,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]",Haha https://t.co/7nfRuxfI3t,1549875551833395200
1549877073640030210,101660493,1549877073640030210,2022-07-20T22:01:04.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549875551833395200'}]","I think the Dems would hit the ""trifecta"" and blame all three. https://t.co/nBfbYhCFAL",1549875551833395200
1549799721115340800,485166864,1549799721115340800,2022-07-20T16:53:42.000Z,ht,1,0,1,0,"[{'type': 'quoted', 'id': '1549780712919908353'}]",@Sen_JoeManchin $HITWAVE https://t.co/CQArKVPeuh,1549780712919908353
1549783341444075521,1388242801897443328,1549783341444075521,2022-07-20T15:48:36.000Z,en,1,0,3,0,"[{'type': 'quoted', 'id': '1549780712919908353'}]","I’m fully on board with this, my friend! https://t.co/YbqeArBqQb https://t.co/KcQLRVlZJi",1549780712919908353
1549661610670694401,505561503,1549661610670694401,2022-07-20T07:44:53.000Z,en,1,0,1,0,"[{'type': 'quoted', 'id': '1549658139812937728'}]",They are not alone. https://t.co/B92EFrKZsA,1549658139812937728
1549836321534799872,981275438113845251,1549836321534799872,2022-07-20T19:19:08.000Z,en,1,1,2,0,"[{'type': 'quoted', 'id': '1549836008279064576'}]",Half my country is going to disappear due to rising sea levels. Idgaf about some sweaty colonizer descendants 😂😂😂😂 https://t.co/V2jvUA8V7A,1549836008279064576
1549783174321938434,1075852337724440577,1549783174321938434,2022-07-20T15:47:56.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549780923478163456'}]","So sad, disappointing and frankly extremely reprehensible (this is a euphemism):https://t.co/OoM0WdVG3D#ClimateEmergency #Biden #ClimateSmokeAndMirrors #neoliberal #necropolitics",1549780923478163456
1550055704677023745,1153267788460515328,1550055704677023745,2022-07-21T09:50:53.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549683597673734144'}]",Extreme #Weather:What is it and how is it connected to #ClimateChange?👇 https://t.co/hy6GYVQE45,1549683597673734144
1549866941786886144,140252240,1549866941786886144,2022-07-20T21:20:48.000Z,en,9,1,26,1,"[{'type': 'quoted', 'id': '1549757997949280258'}]","Great to join @bencaldecott &amp; the #OxSustainableFinance conference. Hugely important discussion about how to ensure net zero transition plans deliver immediate, real emission reductions rather than used as tool for greenwashing. Targets are the easy part. You have to do the work. https://t.co/yXyLu85yir",1549757997949280258
1549698329541500933,1353571479326175233,1549698329541500933,2022-07-20T10:10:48.000Z,art,2,0,4,0,"[{'type': 'quoted', 'id': '1549606121505099776'}]",🗣🗣 https://t.co/DJ32iDel65,1549606121505099776
1549822830157725697,518546619,1549822830157725697,2022-07-20T18:25:31.000Z,en,1,0,3,0,"[{'type': 'quoted', 'id': '1549822449193103360'}]","As a carbon-based being, I agree https://t.co/EvWm8hleRi",1549822449193103360
1549749854167257089,2433537325,1549749854167257089,2022-07-20T13:35:32.000Z,en,0,0,2,0,"[{'type': 'quoted', 'id': '1549736749395755008'}]",The Discussion is this evening at 7:00pm on the wizarts twitter space. https://t.co/YwztyxSR84,1549736749395755008
1549868090397265922,4844038565,1549868090397265922,2022-07-20T21:25:22.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549845815375667201'}]",It’s too complex for the lepton-sized brains running the shoe at #FoxUnNews!!! 🤮🤮😡😡🤮🤮 https://t.co/uXlpy0s5Ch,1549845815375667201
1549847317716635648,413407657,1549756020527734784,2022-07-20T20:02:49.000Z,qme,0,0,1,0,"[{'type': 'quoted', 'id': '1549845815375667201'}, {'type': 'replied_to', 'id': '1549756020527734784'}]",@kilmeade @GovernorPerry https://t.co/E5KrWUmVb5,1549845815375667201
1549847083556954114,413407657,1549736263384694784,2022-07-20T20:01:54.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1549845815375667201'}, {'type': 'replied_to', 'id': '1549736263384694784'}]",@DanaPerino https://t.co/E5KrWUmVb5,1549845815375667201
1549846382122598401,1450266310194118662,1549846382122598401,2022-07-20T19:59:06.000Z,und,0,0,0,0,"[{'type': 'quoted', 'id': '1549845815375667201'}]",@DanaPerino 🤯 https://t.co/cKUvcM5xlO,1549845815375667201
1550962680315404288,20336516,1550962680315404288,2022-07-23T21:54:53.000Z,en,0,0,2,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","In the future, we will look back on this insanity and it will be compared to the belief that throwing virgins into volcanoes would appease the Gods.It's a scam to raise your taxes and to control you. https://t.co/mwCyGzpMMY",1549795017039945731
1550519738190954502,1084049698187399169,1550519738190954502,2022-07-22T16:34:47.000Z,en,0,0,2,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",Correction: Climate change is a clear and present danger to the whole world* https://t.co/rtJymusXBS,1549795017039945731
1550436922358730755,1227018445927178240,1550436922358730755,2022-07-22T11:05:42.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","It's not ""Congress"" that's not acting.Every Democrat is ready to act, and they've tried with multiple bills.It's the REPUBLICANS who are not acting, or rather, they're acting to PREVENT ACTION. https://t.co/ULNcBIHqbR",1549795017039945731
1550335254518530048,26199079,1550335254518530048,2022-07-22T04:21:43.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",He must be right about climate science just like he is about inflation. https://t.co/sT0ItyGglX,1549795017039945731
1550184615284916224,1474920559058173952,1550184615284916224,2022-07-21T18:23:07.000Z,zxx,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",https://t.co/pDW13t9CUM https://t.co/u3vwlIXUVc,1549795017039945731
1550180502375890944,1453392503865020417,1550180502375890944,2022-07-21T18:06:47.000Z,en,1,0,2,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","With heat waves &amp; wildfires raging, these executive actions are essential for addressing the clear and present dangers posed by the #climatecrisis. Together w/our partners, our investments to reduce emissions &amp; strengthen adaptation abroad make us safer &amp; more prosperous at home. https://t.co/0HD9WIKNnW",1549795017039945731
1550179358278443008,1124022135335325696,1550179358278443008,2022-07-21T18:02:14.000Z,en,23,2,116,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",Correction: Climate change is a clear and present danger to the whole world* https://t.co/C6MKse7M48,1549795017039945731
1550171177330659330,266847560,1550171177330659330,2022-07-21T17:29:44.000Z,zxx,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",https://t.co/Wejod6eK8y https://t.co/pBfitYYMXn,1549795017039945731
1550147301972254722,1441596664305700865,1549795017039945731,2022-07-21T15:54:51.000Z,en,0,0,4,0,"[{'type': 'quoted', 'id': '1549795017039945731'}, {'type': 'replied_to', 'id': '1549795017039945731'}]","@WhiteHouse @POTUS Long history of @TheDemocrats using climate as a tool to fund pet projects or to control ppl &amp; business.  Climate has changed for 550 million years-&gt;man cannot control tilt of the earth, solar activity, changes in ocean currents. https://t.co/vRXkTlhpAm https://t.co/2CrY5pQzXe",1549795017039945731
1550133865137717249,337284868,1550133865137717249,2022-07-21T15:01:28.000Z,en,0,1,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",But 10% inflation isn't an emergency. This should work well for the Dems. https://t.co/6Ql9qp1s5R,1549795017039945731
1550122837964312577,1307345118039433216,1550122837964312577,2022-07-21T14:17:39.000Z,zxx,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",https://t.co/eTWgCY7MLW https://t.co/bOBfq5KNXs,1549795017039945731
1550118812321665029,1527986138622873600,1550118812321665029,2022-07-21T14:01:39.000Z,fr,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",inclut l'Ukraine pour propager L'Iran en échange d'une défense légitime de l'Ukraine ? Je pense que le schéma de ce qui est mijoté de l'OTAN est un État militaire avec le terme de folie et de folie qui va au-delà🇩🇿🇪🇭 https://t.co/0xTlJHFmD9,1549795017039945731
1550118736073330695,1527986138622873600,1550118736073330695,2022-07-21T14:01:21.000Z,fr,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Monsieur le ministre, pouvez-vous expliquer la logique d'une cellule terroriste, le culte du terrorisme, incubé par l'Iran, le Hezbollah, pour combattre une foule socialiste du sud algérien qu'il a lancée contre le Polisario pour créer l'amitié contre une alliance de l'OTAN qui https://t.co/0xTlJHFmD9",1549795017039945731
1550111283692830720,1306606111605379078,1550111283692830720,2022-07-21T13:31:44.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Let's go, Joe! https://t.co/k76ahxiA5q",1549795017039945731
1550107926005776390,962120351974117376,1550107926005776390,2022-07-21T13:18:23.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",Joe……. The BORDER !!! https://t.co/9XjGH4CItS,1549795017039945731
1550100623521026048,150048487,1550100623521026048,2022-07-21T12:49:22.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","I heard the head of EPA yesterday talking about how environmental policy must not hamper American competitiveness.Biden's EPA is concerned about profits, not the environment.Biden has gone back to the 90s playbook and none of us can afford this. https://t.co/EIeOKDI9DZ",1549795017039945731
1550098889524535301,1463191131890458626,1550098889524535301,2022-07-21T12:42:29.000Z,en,0,1,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",🌎🦅🌎@WhiteHouse- CLIMATE CHANGE is bogus- REASON to PILLAGE USA&amp; create fearYou need to STOP!@FoxNews@CNN @NBCNews@HighWireTalk  @Eric_Schmitt @KariLake🇺🇸#FREEDOMisTheTRUEcurrency🐺⚔️🦅⚔️🐺@USArmy @GovRonDeSantis @USNavy @DonaldJTrumpJr @SenateFloor https://t.co/ePuhtLWymf,1549795017039945731
1550095017750020098,2172854583,1550095017750020098,2022-07-21T12:27:06.000Z,en,2,0,11,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Ok GOP governors and congress, what’s your move? He’s telegraphing his!🤔 https://t.co/dL6g9rNjQx",1549795017039945731
1550093796934819845,731181246856957952,1550093796934819845,2022-07-21T12:22:15.000Z,en,0,1,1,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Don't like executive action, Republicans? Then don't cheer when your guy sets the precedent. Trump went full Palpatine for four years and 90% of the Republican party cheered for him.#NecerTrump was never wrong. We knew what that meant. So don't cry, Republicans. You did this. https://t.co/ePh6yoO0R5",1549795017039945731
1550091410518548482,1150933322475945984,1550091410518548482,2022-07-21T12:12:46.000Z,en,0,2,18,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","I don’t care who’s in office, that’s not how any of this works… https://t.co/YYMAy9j54C",1549795017039945731
1550086368637997062,822793199278313472,1550086368637997062,2022-07-21T11:52:44.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Which is a bigger danger to us, “DIRTY JOE”, or climate change, which by the way is a World Crisis! https://t.co/pVJaZayr7v",1549795017039945731
1550082058667573253,351881121,1550082058667573253,2022-07-21T11:35:36.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","--and stop global warming and all in the use of water //so find a new job //the future is now and,- I have no room for you hardship on we people on food gas // to run like a cockroach on manure piles //get out of the way !! https://t.co/sjiuvh1dXX",1549795017039945731
1550081185568669697,351881121,1550081185568669697,2022-07-21T11:32:08.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",you do nothing to bring down the price of gas $2.00 gallon as was set or the price of food //as the new democrat president on write my name on 300 billon mail in ballets I clean out  cockroaches from this party and run into the future ele hydrogen  and free to we the people -- https://t.co/sjiuvh1dXX,1549795017039945731
1550079021450493952,2443327439,1550079021450493952,2022-07-21T11:23:32.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",By allowing more off shore drilling? https://t.co/wPPd4uM11I,1549795017039945731
1550077083266809856,2488792459,1550077083266809856,2022-07-21T11:15:50.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","@whitehouse you are right ""climate change"" and those of you proliferating this ""green"" agenda are a clear and present danger to Our Country and the world. Thus the impending #RedWave2022 to sweep you and your supporters out of office as rapidly as possible. https://t.co/XlIMnw0pob",1549795017039945731
1550002173437771776,82877245,1550002173437771776,2022-07-21T06:18:10.000Z,bg,1,0,3,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]","Кой беше оня цар, дето разпоредил да ударят сто камшика на морето? Достатъчно стара съм да помня кога управление с executive orders се смяташе за знак за тирания и еднолични решения...имаме ли американски самодържец или какво? https://t.co/fcTpIwJbSf",1549795017039945731
1549997140104974336,15698349,1549997140104974336,2022-07-21T05:58:10.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",Let's let #China go first!  They are double greenhouse gases of U.S.  So give America some grace!  And do you drive a private jet Mr. Climate Czar?  https://t.co/YPini5jaTb https://t.co/PG6PhemdLa,1549795017039945731
1549986244280680448,1328068163355897856,1549986244280680448,2022-07-21T05:14:52.000Z,zxx,0,0,0,0,"[{'type': 'quoted', 'id': '1549795017039945731'}]",https://t.co/vvmkJUA2r4 https://t.co/Hphjbi8kyr,1549795017039945731
