id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text,hashtags,hashtag_count,uppercase_count,uppercase_pct,exclamation_mark_count,question_mark_count,url_count,mention_count,emojie_count,followers_count,engagement_score,sentiment_score,sentiment_category,avg_replies_sentiment,avg_quotes_sentiment,avg_conversation_sentiment,var_replies_sentiment,var_quotes_sentiment,var_conversation_sentiment,pct_similar_sentiment_replies,pct_similar_sentiment_quotes,clean_text,var_replies_semantic,var_quotes_semantic,var_conversation_semantic,GS_controversiality_score
1553798441788215302,1452882794552647680,1553798441788215302,2022-07-31T17:43:11.000Z,en,1,0,3,0,everyone,"My Mbale people pole sana, climate change is divastating",[],0,0,4,0,0,0,0,0,106.0,0.037383177570093455,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,my mbale people pole sana climate change divastating,0.0,0.0,0.0,0
1553706441961340932,878302040,1553706441961340932,2022-07-31T11:37:36.000Z,en,0,0,0,0,everyone,Climate change is forcing human and non-human beings to become climate refugees https://t.co/a8zJaOmxTJ via @PalmOilDetect,[],0,0,7,0,0,1,1,0,594.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change forcing human nonhuman being become climate refugee via,0.0,0.0,0.0,0
1553747816836501504,1520182754138365952,1553747816836501504,2022-07-31T14:22:01.000Z,en,0,0,1,0,everyone,Happy Birthday George Jetson!!! And yes climate change is not a thing,[],0,0,9,3,0,0,0,0,0.0,1.0,0.8061,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy birthday george jetson and yes climate change thing,0.0,0.0,0.0,0
1553816935430864896,1017501976295165952,1553816935430864896,2022-07-31T18:56:40.000Z,en,0,1,5,0,everyone,I saw something saying George Jetson was born today. That Jetson's future is terrifying. Global Warming has flooded the earth so everyone lives on platforms in the sky and there isn't a minority in sight.,[],0,1,4,0,0,0,0,0,394.0,0.015189873417721518,-0.4767,Negative,0.5719,0.0,0.5719,0.0,0.0,0.0,0.0,0.0,i saw something saying george jetson born today that jetsons future terrifying global warming flooded earth everyone life platform sky isnt minority sight,0.0,0.0,0.0,0
1553718581547900928,896306943509364736,1553718581547900928,2022-07-31T12:25:51.000Z,en,0,0,2,0,everyone,"Ah well, back to the summer the climate change loons all want us to have: Miserable, muggy, damp.",[],0,0,2,0,0,0,0,0,564.0,0.0035398230088495575,-0.2023,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ah well back summer climate change loon want u miserable muggy damp,0.0,0.0,0.0,0
1553581272148377600,22105603,1553581272148377600,2022-07-31T03:20:14.000Z,en,3,1,8,0,everyone,"'The question is whether the Climate Change Authority, as currently configured, is up to the job. The former government made a practice of stacking boards and the CCA is no exception.' https://t.co/3jDS0WmEpx",[],0,1,7,0,0,1,0,0,22433.0,0.0005349023803155924,-0.2263,Negative,-0.296,0.0,-0.296,0.0,0.0,0.0,100.0,0.0,the question whether climate change authority currently configured job the former government made practice stacking board cca exception,0.0,0.0,0.0,0
1553802694921490437,479840281,1553802694921490437,2022-07-31T18:00:05.000Z,en,3,0,2,0,everyone,#ICYMI Beavers are climate superheroes 🦫 https://t.co/MLHjBPa7UW,['ICYMI'],1,1,22,0,0,1,0,1,5107.0,0.0009788566953797965,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,icymi beavers climate superheroes,0.0,0.0,0.0,0
1553853002813145088,4424759112,1553853002813145088,2022-07-31T21:19:59.000Z,en,0,0,0,0,everyone,Tuvalu’s beach volleyball players face disappearing sand due to global warming https://t.co/Gv2MxEL5df via @YahooNews,[],0,0,7,0,0,1,1,0,2497.0,0.0,0.1531,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuvalus beach volleyball player face disappearing sand due global warming via,0.0,0.0,0.0,0
1553768764721733632,1330727579108601858,1553768764721733632,2022-07-31T15:45:15.000Z,en,0,0,1,0,everyone,Republicans would rather spend billions upon billions a year cleaning up major environmental disasters than actually spending money to address climate change issues so there are fewer environmental disasters.,[],0,0,1,0,0,0,0,0,4542.0,0.00022011886418666079,-0.8166,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,republicans would rather spend billion upon billion year cleaning major environmental disaster actually spending money address climate change issue fewer environmental disaster,0.0,0.0,0.0,0
1553780183114579968,1308781033744216065,1553780183114579968,2022-07-31T16:30:38.000Z,en,0,0,1,0,everyone,Did you know that @Walmart is going green? I happened to be watching Pluto TV and saw a news blurb. So I looked it up. https://t.co/umeKho17Ao,[],0,3,9,0,1,1,1,0,564.0,0.0017699115044247787,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,did know going green i happened watching pluto tv saw news blurb so i looked,0.0,0.0,0.0,0
1553604717195931648,1427411955178893318,1553604717195931648,2022-07-31T04:53:23.000Z,en,0,0,0,0,everyone,"venus planet of love was destroyed by global warming, did its people want too much? did its people want too much, too?",[],0,0,0,0,2,0,0,0,5.0,0.0,0.5514,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,venus planet love destroyed global warming people want much people want much,0.0,0.0,0.0,0
1553841035972792320,33811563,1553841035972792320,2022-07-31T20:32:26.000Z,en,4,0,6,0,everyone,Alan Kohler: Labor’s climate change safeguard mechanism is going to be a minefield | The New Daily https://t.co/1YyOPLmctq,[],0,0,10,0,0,1,0,0,44259.0,0.00022593764121102577,0.3818,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alan kohler labors climate change safeguard mechanism going minefield the new daily,0.0,0.0,0.0,0
1553622460985053184,3402698595,1553622460985053184,2022-07-31T06:03:54.000Z,en,0,0,0,0,everyone,U.S. Will Plant One Billion Trees to Combat Climate Change https://t.co/N7EKBbBzCl,[],0,1,22,0,0,1,0,0,65.0,0.0,-0.34,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us will plant one billion trees combat climate change,0.0,0.0,0.0,0
1553667321285283840,1156206252,1553667321285283840,2022-07-31T09:02:09.000Z,en,0,0,0,0,everyone,Could global warming be a cause for more shark encounters? l ABC News https://t.co/xC1csop0ya,[],0,1,7,0,1,1,0,0,287.0,0.0,0.5945,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,could global warming cause shark encounter l abc news,0.0,0.0,0.0,0
1553754752491683844,3364353053,1553754752491683844,2022-07-31T14:49:35.000Z,en,0,0,2,0,everyone,“Lies told by gov­ern­ment of­fi­cials: That mask or vac­cine didn’t pre­vent you from be­ing in­fected by Covid. You can’t keep your doc­tor. The half-tril­lion dol­lars you were asked to spend on cli­mate change didn’t stop cli­mate change.” https://t.co/g1Mz1iLvGn,[],0,0,3,0,0,1,0,0,3236.0,0.0006178560395427865,-0.296,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lies told government official that mask vaccine didnt prevent infected covid you cant keep doctor the halftrillion dollar asked spend climate change didnt stop climate change,0.0,0.0,0.0,0
1553605558887845888,27400757,1553605558887845888,2022-07-31T04:56:44.000Z,en,0,0,1,0,everyone,"The climate change bill is bullshit just another way for big business to line their pockets what a crock @POTUS @VP wow, I guess we really don’t care very sad 🕳!!!",[],0,3,7,3,0,0,2,1,312.0,0.003194888178913738,0.022,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the climate change bill bullshit another way big business line pocket crock wow i guess really dont care sad,0.0,0.0,0.0,0
1553718532663398400,1527319311760576514,1553718532663398400,2022-07-31T12:25:39.000Z,en,1,0,1,0,everyone,Brazil president ripped Leonardo DiCaprio over Amazon deforestation tweet: “Give up your yacht before lecturing!”#Climatechange #LeonardoDiCaprio #Climatechangecultist #ClimateCrisis #Hypocrisy,"['Climatechange' 'LeonardoDiCaprio' 'Climatechangecultist' 'ClimateCrisis'
 'Hypocrisy']",5,0,8,1,0,0,0,0,564.0,0.0035398230088495575,0.2481,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brazil president ripped leonardo dicaprio amazon deforestation tweet give yacht lecturingclimatechange leonardodicaprio climatechangecultist climatecrisis hypocrisy,0.0,0.0,0.0,0
1553618985673015296,1051166568,1553618985673015296,2022-07-31T05:50:05.000Z,en,0,0,0,0,everyone,"""If Republicans won’t vote for climate change actions – or for steps to rebuild America’s middle class –they don’t deserve votes in November’s midterm elections,"" writes Oklahoma City resident Nathaniel https://t.co/DnbyhyjG2H",[],0,0,5,0,0,1,0,0,1297.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,if republicans wont vote climate change action step rebuild americas middle class dont deserve vote novembers midterm election writes oklahoma city resident nathaniel,0.0,0.0,0.0,0
1553832649176883201,1106901173875941376,1553832649176883201,2022-07-31T19:59:07.000Z,en,1,0,1,0,everyone,Can ‘green laws’ stop climate change? https://t.co/qAGu8BRZBu via @revsoc21 A very good article.,[],0,1,10,0,1,1,1,0,564.0,0.0035398230088495575,0.2484,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,can green law stop climate change via a good article,0.0,0.0,0.0,0
1553622834198577153,1069439375669379072,1553622834198577153,2022-07-31T06:05:23.000Z,en,2,3,34,0,everyone,I had to put a fleece on this morning when I popped out for some milk.Bloody climate change……,[],0,2,4,0,0,0,0,0,8222.0,0.0047427946005107625,0.0,Neutral,-0.08333333333333333,0.0,-0.08333333333333333,0.020833333333333336,0.0,0.020833333333333336,66.66666666666666,0.0,i put fleece morning i popped milkbloody climate change,0.020833333333333336,0.0,0.020833333333333336,1
1553705849570398209,1518931760481984512,1553705849570398209,2022-07-31T11:35:15.000Z,en,0,0,0,0,everyone,"Climate change has been going on for as long as there has been ""climate"" ! Live with it !",[],0,0,3,2,0,0,0,0,24.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change going long climate live,0.0,0.0,0.0,0
1553531282839437312,949892499878719488,1553531282839437312,2022-07-31T00:01:35.000Z,en,9,12,45,2,everyone,"And suddenly, nobody is talking about climate change.",[],0,0,2,0,0,0,0,0,7131.0,0.009534492428491307,0.0,Neutral,0.019899999999999998,0.5448999999999999,0.10066923076923076,0.11690162200000001,0.17393202,0.15078254564102564,63.63636363636363,0.0,and suddenly nobody talking climate change,0.11690162200000001,0.17393202,0.15078254564102564,1
1553765594209607683,590788952,1553765594209607683,2022-07-31T15:32:39.000Z,en,0,0,0,0,everyone,Year by year temperature risesNobody can’t denny #GlobalWarming https://t.co/B0nbVGj2LcGlobal Temperature Report for 2021 https://t.co/ccuVFuJCBI,['GlobalWarming'],1,0,13,0,0,2,0,0,1454.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,year year temperature risesnobody cant denny globalwarming temperature report 2021,0.0,0.0,0.0,0
1553823588687532034,1094348418657460224,1553823588687532034,2022-07-31T19:23:06.000Z,en,1,0,0,0,everyone,The disaster in KY is what happens when you don’t deal with climate change. Keep denying it and ignoring it and this will keep happening #kentuckyFlooding #ClimateEmergency,['kentuckyFlooding' 'ClimateEmergency'],2,1,5,0,0,0,0,0,315.0,0.0031645569620253164,-0.8481,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the disaster ky happens dont deal climate change keep denying ignoring keep happening kentuckyflooding climateemergency,0.0,0.0,0.0,0
1553797909203804161,1409071567,1553797909203804161,2022-07-31T17:41:04.000Z,en,0,0,0,0,everyone,"Wildfire in CA by arsonists, it’s always international. Another way to call climate change. Doesn’t matter how many lives and property is destroyed. It’s All Political!",[],0,1,6,1,0,0,0,0,2470.0,0.0,-0.5255,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wildfire ca arsonist always international another way call climate change doesnt matter many life property destroyed its all political,0.0,0.0,0.0,0
1553606426861490176,1301838499050520576,1553606426861490176,2022-07-31T05:00:11.000Z,en,1,1,2,1,everyone,"Got a little climate change anxiety? Join us this week as we talk net zero, pressuring pollies, and being energy smart. Can we really make a difference in our own household? Climate policy expert, Anna Malos from @ClimateworksCtr helps us do our bit. https://t.co/XXtFvS2UQI",[],0,0,6,0,2,1,1,0,876.0,0.005701254275940707,0.7289,Positive,0.4019,0.5859,0.4939,0.0,0.0,0.016928,100.0,100.0,got little climate change anxiety join u week talk net zero pressuring pollies energy smart can really make difference household climate policy expert anna malos help u bit,0.0,0.0,0.016928,1
1553799587541942278,1479314490298671106,1553799587541942278,2022-07-31T17:47:44.000Z,en,6,2,18,1,everyone,"Fighting plastic pollution &amp; climate change one eco chair at a time. Its nt jus a chair, its education, innovation and art at one go. Video explainer coming soon. Recycling 4( me) is creating positive, practical impacts in the lives of kids. #ecoLibraryChair https://t.co/ycboxIfnKV",['ecoLibraryChair'],1,0,4,0,0,1,0,0,145.0,0.18493150684931506,0.7096,Positive,0.7725,0.5859,0.7103,0.04357152,0.0,0.03339228000000001,100.0,100.0,fighting plastic pollution amp climate change one eco chair time its nt jus chair education innovation art one go video explainer coming soon recycling 4 creating positive practical impact life kid ecolibrarychair,0.04357152,0.0,0.03339228,1
1553545602935402497,1442408319608516614,1553545602935402497,2022-07-31T00:58:29.000Z,en,0,0,0,0,everyone,"Shut up and listen Global warming is a real threat to our communities, to everybody, to everything. stoopid",[],0,0,2,0,0,0,0,0,9.0,0.0,-0.4215,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shut listen global warming real threat community everybody everything stoopid,0.0,0.0,0.0,0
1553710757153587202,1279228962,1553710757153587202,2022-07-31T11:54:45.000Z,en,0,0,0,0,everyone,Why Are Fermented Foods So Healthy? | Nature's Real Health https://t.co/vm8Iq9nbsh,[],0,0,14,0,1,1,0,0,102.0,0.0,0.541,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,why are fermented foods so healthy natures real health,0.0,0.0,0.0,0
1553844139350966275,3300904635,1553844139350966275,2022-07-31T20:44:46.000Z,en,0,1,0,0,everyone,"Cheers to Senator Manchin and Senate Majority leader, Chuck Schumer for effective negotiationon Climate Change Issues which has been longover-due. Bravo!! What next?",[],0,0,8,2,1,0,0,0,23.0,0.041666666666666664,0.7772,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cheers senator manchin senate majority leader chuck schumer effective negotiationon climate change issues longoverdue bravo what next,0.0,0.0,0.0,1
1553609009214660609,14602259,1553609009214660609,2022-07-31T05:10:27.000Z,en,0,0,2,0,everyone,Some U.S. homeowners are chucking the chlorine and dipping their toes into natural swimming pools. How they work and how much they cost. https://t.co/aDxcBMxyUJ #NaturalLife #Pools #HomeImprovement @NAREENews @marealtors @RobynAFriedman #Organic #ClimateChange https://t.co/r9bsbnLg2q,['NaturalLife' 'Pools' 'HomeImprovement' 'Organic' 'ClimateChange'],5,1,11,0,0,2,3,0,468151.0,4.272116748406501e-06,0.3612,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,some us homeowner chucking chlorine dipping toe natural swimming pool how work much cost naturallife pools homeimprovement organic climatechange,0.0,0.0,0.0,0
1553852771006263296,215736272,1553852771006263296,2022-07-31T21:19:04.000Z,en,0,0,0,0,everyone,"Culture war, meet climate. https://t.co/FSbsDRf6gH via @slate",[],0,0,11,0,0,1,1,0,2449.0,0.0,-0.5994,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,culture war meet climate via,0.0,0.0,0.0,0
1553585624715706369,1431299911,1553585624715706369,2022-07-31T03:37:31.000Z,en,0,0,0,0,everyone,"Experts consider Yemeni #honey some of the best in the world, including the prized Royal Sidr known for its therapeutic properties. @UNEP https://t.co/m6DQR5WNgk",['honey'],1,1,9,0,0,1,1,0,21960.0,0.0,0.8225,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,experts consider yemeni honey best world including prized royal sidr known therapeutic property,0.0,0.0,0.0,0
1553709654357811200,2340808430,1553709654357811200,2022-07-31T11:50:22.000Z,en,0,2,1,0,everyone,I think we should collectively blame Taylor swift for global warming in a Marie Antoinette type of way,[],0,1,5,0,0,0,0,0,75.0,0.039473684210526314,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,i think collectively blame taylor swift global warming marie antoinette type way,0.0,0.0,0.0,1
1553792800210276353,1519412063029891074,1553792800210276353,2022-07-31T17:20:46.000Z,en,1,0,0,1,everyone,Chuck Schumer of NY bragged about spending an additional $369 billion to address climate change in the irony laced “Inflation Reduction Act of 2022.” This pork-loaded proposal pushes hundreds of billions of dollars of inane spending when we're already struggling with high prices. https://t.co/7unhQtetnu,[],0,1,3,0,0,1,0,0,72.0,0.0273972602739726,-0.4588,Negative,0.0,-0.5837,-0.5837,0.0,0.0,0.0,0.0,100.0,chuck schumer ny bragged spending additional 369 billion address climate change irony laced inflation reduction act 2022 this porkloaded proposal push hundred billion dollar inane spending already struggling high price,0.0,0.0,0.0,1
1553856575118483461,1478045528193740800,1553856575118483461,2022-07-31T21:34:11.000Z,en,0,0,0,0,everyone,He really does want to be a cartoon villain. WEF suggests blotting out the Sun to fight climate change - The Counter Signal https://t.co/AOFh3FuQr0,[],0,1,10,0,0,1,0,0,109.0,0.0,-0.683,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,he really want cartoon villain wef suggests blotting sun fight climate change the counter signal,0.0,0.0,0.0,0
1553680095537250304,2792589217,1553680095537250304,2022-07-31T09:52:55.000Z,en,1,0,1,0,everyone,"For the first time ever @StaffMoorlandDC had a stand at Leek &amp; District Show.Our team of councillors and staff were delighted to speak to residents from across the Staffordshire Moorlands on waste, recycling, climate change, housing and council services. 🌳🏡♻️ https://t.co/mMcNyeyLu4",[],0,0,6,0,0,1,1,3,14565.0,0.0001373060551970342,0.128,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,for first time ever stand leek amp district showour team councillor staff delighted speak resident across staffordshire moorlands waste recycling climate change housing council service,0.0,0.0,0.0,0
1553654351096598528,1234610854978445312,1553654351096598528,2022-07-31T08:10:37.000Z,en,0,0,0,0,everyone,also https://t.co/mDv3rIXuvU,[],0,0,15,0,0,1,0,0,763.0,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,also,0.0,0.0,0.0,0
1553676542714183681,701419524101378052,1553676542714183681,2022-07-31T09:38:48.000Z,en,0,0,0,0,everyone,Top 3 Reasons Climate Change is creating Record-Breaking Deluges and Flash Floods https://t.co/DsTT6UMoJs via @jricole,[],0,0,14,0,0,1,1,0,1093.0,0.0,0.4588,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,top 3 reasons climate change creating recordbreaking deluges flash floods via,0.0,0.0,0.0,0
1553812769761361924,1114330526595276800,1553812769761361924,2022-07-31T18:40:07.000Z,en,0,0,0,0,everyone,Every Week the People Win...You may not get that information from the corporate press but you will from Nonviolence News!Every week 30-50 stories from around the world...#ClimateChange #HumanRights  #Peace #Freedom &amp; MoreAnd It is FREE!Read Here&gt;&gt; https://t.co/N3Mqn6xYVo https://t.co/LqWTRrBSB3,['ClimateChange' 'HumanRights' 'Peace' 'Freedom'],4,1,13,2,0,2,0,0,686.0,0.0,0.9207,Positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,every week people winyou may get information corporate press nonviolence newsevery week 3050 story around worldclimatechange humanrights peace freedom amp moreand it freeread heregtgt,0.0,0.0,0.0,0
1553856661017722882,988095736704356353,1553856661017722882,2022-07-31T21:34:31.000Z,en,0,0,0,0,everyone,'Complete insanity': Justin Trudeau's climate change 'crack down' on Can... https://t.co/ZXUqmKqPXp via @YouTube,[],0,0,12,0,0,1,1,0,564.0,0.0,-0.5719,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,complete insanity justin trudeaus climate change crack can via,0.0,0.0,0.0,0
1553851769452634117,173843730,1553851769452634117,2022-07-31T21:15:05.000Z,en,0,2,6,0,everyone,I just got an add saying propane is an environmentally friendly fuel. Best case scenario it releases half as much GHG as gasoline. Worst case scenario it has a higher Global Warming Potential due to escaping methane. No reason for pro methane ads in the middle of s climate crisis,[],0,2,4,0,0,0,0,0,234.0,0.03404255319148936,-0.296,Negative,-0.2553,0.0,-0.2553,0.13035618000000002,0.0,0.13035618000000002,50.0,0.0,i got add saying propane environmentally friendly fuel best case scenario release half much ghg gasoline worst case scenario higher global warming potential due escaping methane no reason pro methane ad middle climate crisis,0.13035618000000002,0.0,0.13035618000000002,1
1553636305183162368,1541281690567712768,1553636305183162368,2022-07-31T06:58:54.000Z,en,0,0,0,0,everyone,"Climate Change Is Probably a Drag on Growth, but It’s Unclear How Much https://t.co/PUASfWIPeo",[],0,0,21,0,0,1,0,0,5.0,0.0,-0.2846,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,climate change is probably drag growth its unclear how much,0.0,0.0,0.0,0
1553648887864463360,2201496456,1553648887864463360,2022-07-31T07:48:54.000Z,en,0,0,0,0,everyone,Damn I miss those balmy climate change days of summer 🥶,[],0,1,4,0,0,0,0,1,2852.0,0.0,-0.5106,Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,damn i miss balmy climate change day summer,0.0,0.0,0.0,0
